Date,Price,Open,High,Low,Vol.,Change %,Date_m
28-Sep-17,0.2022,0.2101,0.2109,0.1965,15.34M,-3.76,43006
29-Sep-17,0.197,0.2022,0.2022,0.1879,11.89M,-2.57,43007
30-Sep-17,0.199,0.197,0.2065,0.195,6.45M,1.02,43008
01-Oct-17,0.2089,0.199,0.2089,0.1964,3.97M,4.97,43009
02-Oct-17,0.2033,0.2089,0.2099,0.2,5.52M,-2.68,43010
03-Oct-17,0.203,0.2033,0.2062,0.1975,6.05M,-0.15,43011
04-Oct-17,0.2148,0.203,0.2173,0.2011,10.07M,5.81,43012
05-Oct-17,0.2371,0.2148,0.2445,0.2133,23.41M,10.38,43013
06-Oct-17,0.2331,0.2371,0.2446,0.232,12.72M,-1.69,43014
07-Oct-17,0.2405,0.2331,0.2417,0.2325,6.69M,3.17,43015
08-Oct-17,0.281,0.2405,0.2813,0.2389,23.30M,16.84,43016
09-Oct-17,0.2505,0.281,0.281,0.233,33.49M,-10.85,43017
10-Oct-17,0.2583,0.2505,0.2669,0.2405,13.65M,3.11,43018
11-Oct-17,0.2623,0.2583,0.2658,0.256,6.13M,1.55,43019
12-Oct-17,0.2455,0.2623,0.265,0.2455,20.98M,-6.4,43020
13-Oct-17,0.2603,0.2455,0.27,0.2325,30.59M,6.03,43021
14-Oct-17,0.2556,0.2603,0.2688,0.2544,15.54M,-1.81,43022
15-Oct-17,0.266,0.2556,0.27,0.249,13.94M,4.07,43023
16-Oct-17,0.2578,0.266,0.3,0.2523,49.71M,-3.08,43024
17-Oct-17,0.2298,0.2578,0.2665,0.2188,35.85M,-10.86,43025
18-Oct-17,0.2167,0.2298,0.2349,0.2025,30.98M,-5.7,43026
19-Oct-17,0.2143,0.2167,0.2329,0.206,18.69M,-1.11,43027
20-Oct-17,0.2088,0.2143,0.224,0.2052,16.28M,-2.57,43028
21-Oct-17,0.2099,0.2088,0.2106,0.1967,13.91M,0.53,43029
22-Oct-17,0.2003,0.2099,0.212,0.195,11.40M,-4.57,43030
23-Oct-17,0.1917,0.2003,0.2017,0.185,11.65M,-4.29,43031
24-Oct-17,0.2032,0.1917,0.2168,0.183,20.37M,6,43032
25-Oct-17,0.2014,0.2032,0.2056,0.196,6.62M,-0.89,43033
26-Oct-17,0.202,0.2014,0.2051,0.1995,6.18M,0.3,43034
27-Oct-17,0.1995,0.202,0.2032,0.1975,3.44M,-1.24,43035
28-Oct-17,0.1979,0.1995,0.201,0.1971,4.03M,-0.8,43036
29-Oct-17,0.2012,0.1979,0.2045,0.196,5.47M,1.67,43037
30-Oct-17,0.202,0.2012,0.2042,0.2,3.99M,0.4,43038
31-Oct-17,0.198,0.202,0.204,0.1971,5.44M,-1.98,43039
01-Nov-17,0.1911,0.198,0.201,0.1894,9.15M,-3.48,43040
02-Nov-17,0.2,0.1911,0.207,0.175,17.22M,4.66,43041
03-Nov-17,0.205,0.2,0.2295,0.1956,24.89M,2.5,43042
